Field	Time	C7:X	C7:Y	C7:Z	CLAV:X	CLAV:Y	CLAV:Z	LANK:X	LANK:Y	LANK:Z	LBHD:X	LBHD:Y	LBHD:Z	LBWT:X	LBWT:Y	LBWT:Z	LELB:X	LELB:Y	LELB:Z	LFHD:X	LFHD:Y	LFHD:Z	LFIN:X	LFIN:Y	LFIN:Z	LFRM:X	LFRM:Y	LFRM:Z	LFWT:X	LFWT:Y	LFWT:Z	LHEE:X	LHEE:Y	LHEE:Z	LKNE:X	LKNE:Y	LKNE:Z	LMT5:X	LMT5:Y	LMT5:Z	LSHN:X	LSHN:Y	LSHN:Z	LSHO:X	LSHO:Y	LSHO:Z	LTHI:X	LTHI:Y	LTHI:Z	LTOE:X	LTOE:Y	LTOE:Z	LUPA:X	LUPA:Y	LUPA:Z	LWRA:X	LWRA:Y	LWRA:Z	LWRB:X	LWRB:Y	LWRB:Z	RANK:X	RANK:Y	RANK:Z	RBAC:X	RBAC:Y	RBAC:Z	RBHD:X	RBHD:Y	RBHD:Z	RBWT:X	RBWT:Y	RBWT:Z	RELB:X	RELB:Y	RELB:Z	RFHD:X	RFHD:Y	RFHD:Z	RFIN:X	RFIN:Y	RFIN:Z	RFRM:X	RFRM:Y	RFRM:Z	RFWT:X	RFWT:Y	RFWT:Z	RHEE:X	RHEE:Y	RHEE:Z	RKNE:X	RKNE:Y	RKNE:Z	RMT5:X	RMT5:Y	RMT5:Z	RSHN:X	RSHN:Y	RSHN:Z	RSHO:X	RSHO:Y	RSHO:Z	RTHI:X	RTHI:Y	RTHI:Z	RTOE:X	RTOE:Y	RTOE:Z	RUPA:X	RUPA:Y	RUPA:Z	RWRA:X	RWRA:Y	RWRA:Z	RWRB:X	RWRB:Y	RWRB:Z	STRN:X	STRN:Y	STRN:Z	T10:X	T10:Y	T10:Z
488	4.0583	53.793	-24.011	1438.7	31.121	136.08	1366.9	-67.55	-8.2441	103	-43.436	46.528	1575.9	-46.012	-51.113	945.18	-357.28	4.4827	1326.9	-13.963	168.59	1607	-678.33	194.97	1138.4	-432.56	7.3682	1265.2	-90.324	135.87	944.82	-30.812	-85.429	31.121	-104.96	77.546	448.01	-104.13	84.605	37.356	-108.82	47.558	304.26	-83.781	56.936	1449.5	-140.46	113.77	711.52	-61.161	181.06	37.047	-260.05	31.74	1381.7	-492.02	200.02	1180.6	-558.23	87.645	1157.6	141.85	-25.299	92.849	139.07	-55.441	1317.9	91.097	-4.122	1571.6	114.54	-41.323	942.14	435.08	76.773	1315.9	118.77	173.23	1608	785.87	252.17	1190	567.86	129.95	1245.7	158.75	153.39	932.56	77.185	-89.397	37.768	175.24	88.727	445.64	193.84	77.443	36.068	168.95	40.087	266.23	163.18	89.964	1450.2	202.24	129.64	609.29	158.18	173.43	40.602	273.14	104.39	1421.1	604.24	274.68	1225	665.61	169.52	1179	24.887	182.25	1198.9	50.083	-80.225	1227.5
489	4.0667	53.535	-24.165	1438.9	30.812	136.18	1367.1	-67.55	-8.2441	102.95	-43.745	46.682	1575.9	-45.909	-51.113	945.18	-358.88	5.6678	1332	-14.427	168.9	1606.5	-674.01	197.14	1129.9	-435.7	8.9139	1270.6	-90.118	135.82	944.98	-30.761	-85.378	31.121	-104.91	77.855	448.07	-104.18	84.502	37.201	-108.92	47.558	304.26	-83.677	57.348	1449.5	-140.36	114.08	711.57	-61.161	181.11	37.047	-260.72	33.234	1385.2	-488.72	199.15	1179.3	-556.78	87.696	1157.4	141.9	-25.144	92.901	139.12	-55.338	1318.1	90.788	-4.019	1571.7	114.64	-41.22	942.09	436.11	77.082	1321.7	118.46	173.38	1608	784.17	256.6	1186.7	568.79	130.82	1250.4	158.85	153.49	932.61	77.185	-89.397	37.768	175.19	88.83	445.59	193.94	77.391	36.222	168.9	40.138	266.23	162.41	90.118	1450.8	201.98	130.05	609.44	158.18	173.49	40.654	272.42	104.96	1423.4	602.69	275.82	1226.6	665.25	170.96	1181.3	24.681	182.09	1199	50.083	-80.328	1227.8
490	4.0750	53.432	-24.114	1438.9	30.297	136.59	1367.4	-67.602	-8.2441	102.79	-44.003	46.785	1575.7	-45.806	-51.062	945.13	-360.52	6.2346	1337	-14.891	169.06	1606.2	-669.73	198.99	1122.1	-438.28	10.099	1275.5	-90.17	135.77	945.08	-30.915	-85.378	31.121	-104.96	78.061	448.17	-104.18	84.553	36.995	-108.87	47.713	304.31	-83.471	57.863	1449.2	-140.25	114.54	711.52	-61.058	181.16	37.098	-261.29	34.007	1388.6	-485.78	197.96	1178.5	-555.65	87.903	1157.7	141.85	-25.196	92.901	138.86	-55.184	1318.5	90.582	-4.019	1571.9	114.75	-41.014	941.99	437.04	77.134	1327.3	118.05	173.64	1607.9	782.11	260.93	1183.9	569.51	131.75	1255	159.01	153.55	932.66	77.185	-89.397	37.768	175.14	88.933	445.54	194.05	77.494	36.274	168.9	40.138	266.34	161.79	90.015	1451.4	201.72	130.51	609.5	158.03	173.59	40.654	271.44	105.27	1425.8	601.3	276.9	1228.5	664.99	171.99	1183.9	24.578	182.04	1198.8	49.98	-80.277	1227.5
491	4.0833	53.484	-24.062	1438.7	30.039	137.16	1367.6	-67.447	-8.038	102.74	-44.209	46.579	1575.4	-45.858	-50.804	945.08	-362.17	6.4922	1341.9	-15.303	169.21	1605.9	-665.5	200.59	1115.6	-439.82	10.511	1279.8	-90.17	135.77	945.18	-31.018	-85.326	31.173	-105.06	78.319	448.01	-104.13	84.708	37.047	-108.87	47.816	304.41	-83.214	57.915	1448.8	-140.1	114.8	711.41	-61.109	181.16	37.098	-261.6	34.419	1391.5	-483.31	197.14	1178.5	-554.52	88.057	1158.3	141.9	-25.248	92.797	138.71	-55.132	1318.8	90.324	-3.8129	1572.1	114.8	-40.86	941.78	438.22	76.979	1332.7	117.68	173.85	1607.9	779.68	265.1	1181.1	570.65	132.78	1259.7	159.06	153.49	932.82	77.134	-89.397	37.717	175.14	89.088	445.39	194.1	77.597	36.119	168.95	40.241	266.28	161.27	90.015	1451.8	201.72	130.67	609.5	157.98	173.59	40.551	270.56	105.47	1427.6	600.01	277.77	1230.8	664.89	172.82	1186.5	24.526	181.99	1198.5	50.031	-80.225	1227.3
492	4.0917	53.484	-24.114	1438.7	29.833	137.57	1367.7	-67.344	-7.8834	102.69	-44.673	46.321	1575.1	-45.806	-50.65	945.18	-363.46	6.4922	1346.6	-15.612	169.31	1605.7	-661.85	201.67	1111.1	-441.32	10.666	1284.1	-90.118	135.82	945.18	-30.864	-85.429	31.328	-105.11	78.628	447.91	-104.03	84.811	37.098	-108.82	47.816	304.46	-83.162	57.296	1448.5	-140.05	114.85	711.36	-61.212	181.16	36.892	-261.9	34.728	1394.3	-480.99	196.11	1179.1	-553.59	88.16	1159.5	141.95	-25.196	92.849	138.71	-55.081	1318.8	89.912	-3.5553	1572.2	114.8	-40.757	941.78	439.72	76.67	1337.9	117.27	174.16	1607.9	777.42	269.38	1178.6	572.4	133.45	1265	158.96	153.49	932.97	77.134	-89.345	37.717	175.19	89.088	445.28	194.1	77.494	36.171	169	40.241	266.28	161.07	90.015	1451.9	201.83	130.67	609.5	157.98	173.54	40.448	270.05	105.47	1429.1	598.57	278.39	1233.5	664.68	174	1189.5	24.475	182.09	1198.5	49.877	-80.277	1227.6
493	4.1000	53.329	-24.062	1438.8	29.524	137.73	1367.6	-67.498	-7.9349	102.74	-45.033	46.167	1574.9	-45.652	-50.444	945.34	-364.39	6.1315	1351.2	-16.076	169.36	1605.6	-658.75	201.98	1108.6	-442.91	10.717	1288.6	-90.118	135.62	945.18	-30.761	-85.481	31.379	-105.16	78.783	447.96	-103.88	84.811	37.15	-108.77	47.816	304.46	-83.162	56.575	1448.2	-140.05	114.85	711.31	-61.264	181.16	36.789	-262.21	34.677	1396.9	-478.88	194.92	1180.2	-553.02	88.624	1161.6	142	-25.144	92.901	138.6	-54.978	1318.8	89.5	-3.4007	1572.5	114.8	-40.551	942.2	441.42	76.052	1343.1	116.81	174.47	1608.1	775.3	273.76	1176.6	573.99	133.71	1269.9	158.85	153.55	933.08	77.134	-89.191	37.768	175.24	89.036	445.28	194.15	77.34	36.429	169.11	40.19	266.34	161.07	90.015	1452	201.98	130.72	609.5	157.98	173.38	40.396	269.58	105.06	1430.9	596.97	278.44	1236.4	664.68	175.34	1193	24.475	182.19	1198.8	49.671	-80.174	1228.1
494	4.1083	53.174	-23.959	1438.8	29.267	137.73	1367.5	-67.55	-8.0895	102.84	-45.239	46.064	1575	-45.549	-50.186	945.29	-365.32	5.6163	1355.6	-16.694	169.36	1605.5	-655.77	202.03	1107	-444.56	10.666	1293.2	-90.17	135.46	945.13	-30.864	-85.378	31.379	-105.16	78.886	447.91	-103.98	84.811	37.098	-108.82	47.816	304.46	-83.111	55.905	1447.7	-140.05	114.8	711.36	-61.264	181.11	36.892	-262.42	34.316	1399.2	-477.49	193.89	1182.3	-552.51	89.036	1164.2	141.9	-25.196	92.849	138.5	-54.926	1318.8	89.397	-3.1431	1572.8	114.75	-40.19	942.71	443.07	75.227	1348.4	116.24	174.77	1608.3	772.52	277.98	1174.5	574.87	134.64	1274.7	158.9	153.6	933.13	77.237	-89.139	37.871	175.34	88.985	445.39	194.1	77.391	36.48	169.21	40.035	266.34	161.02	89.964	1452.1	201.98	130.72	609.5	157.98	173.28	40.448	269.32	104.49	1432.2	595.22	277.47	1239	664.78	176.11	1196.2	24.423	182.3	1198.9	49.465	-80.071	1228.3
495	4.1167	53.277	-23.959	1438.6	29.06	137.73	1367.7	-67.498	-8.0895	102.9	-45.394	45.961	1574.9	-45.497	-49.98	945.18	-366.09	5.0495	1359.6	-17.467	169.21	1605.4	-653.24	202.24	1106.4	-446.01	10.511	1297.5	-90.273	135.46	945.08	-30.915	-85.326	31.379	-105.11	78.937	448.01	-104.08	84.811	36.944	-108.92	47.97	304.36	-82.905	55.029	1447.2	-140.1	114.64	711.41	-61.367	181.06	36.995	-262.52	33.44	1401.5	-476.56	193.07	1184.7	-551.84	88.882	1165.8	141.9	-25.196	92.849	138.35	-54.926	1318.6	89.397	-2.937	1573.1	114.7	-39.829	942.87	444.51	74.094	1353.6	115.47	175.29	1608.6	769.43	282.05	1172.7	575.64	135.41	1279.9	158.85	153.6	933.13	77.34	-89.191	37.974	175.44	88.882	445.64	193.99	77.443	36.377	169.31	39.932	266.18	160.91	89.861	1452.1	201.98	130.82	609.55	157.93	173.38	40.448	269.12	103.88	1433.4	593.57	276.8	1241.7	664.78	176.68	1199.1	24.32	182.55	1198.9	49.413	-80.071	1228.3
496	4.1250	53.432	-24.062	1438.4	28.854	137.78	1368.1	-67.447	-7.9349	102.84	-45.239	46.012	1574.5	-45.446	-49.877	945.18	-366.86	4.4827	1363.5	-18.292	169.06	1605.4	-651.75	202.29	1106.5	-447.04	10.151	1301.3	-90.376	135.51	945.18	-30.915	-85.326	31.328	-105.11	78.886	448.22	-104.08	84.811	36.841	-108.98	48.073	304.41	-82.698	54.102	1446.7	-140.1	114.49	711.41	-61.315	180.96	37.047	-262.37	32.049	1403.6	-475.89	192.55	1187.1	-551.89	88.315	1167.9	141.95	-25.144	92.849	138.09	-54.978	1318.4	89.397	-2.8854	1573.8	114.49	-39.623	942.71	445.8	72.806	1358.5	114.59	176.06	1609	766.55	286.17	1172.1	576.52	135.51	1285.1	158.7	153.65	933.08	77.391	-89.191	38.026	175.55	88.882	445.8	193.79	77.443	36.119	169.36	39.881	266.34	160.86	89.654	1451.9	202.08	130.77	609.6	157.87	173.49	40.396	268.71	103.05	1434.8	592.29	277.83	1244.6	665.14	177.66	1203.2	24.114	182.97	1198.9	49.361	-79.762	1227.8
497	4.1333	53.484	-24.165	1438.1	28.7	137.78	1368.3	-67.292	-7.8319	102.74	-45.136	46.115	1574.3	-45.342	-49.928	945.18	-367.63	3.6068	1367.1	-19.064	169.06	1605.3	-650.82	202.13	1106.8	-447.76	9.8929	1304.9	-90.633	135.62	945.29	-31.018	-85.326	31.173	-105.06	78.937	448.07	-104.03	84.914	36.841	-108.92	48.022	304.46	-82.595	53.123	1446.1	-140.15	114.34	711.36	-61.264	180.96	37.047	-261.9	30.606	1405.5	-475.89	192.04	1190.1	-552.97	87.387	1171.6	142.11	-25.093	92.849	137.78	-55.081	1318	89.294	-2.8339	1574.4	114.49	-39.52	942.56	446.67	71.62	1363.4	113.92	176.89	1609.3	763.3	290.24	1172.3	577.45	135.56	1290.3	158.6	153.75	933.13	77.391	-89.191	38.026	175.65	88.779	445.85	193.79	77.494	35.913	169.47	39.829	266.49	160.61	89.088	1451.7	202.39	130.57	609.86	157.93	173.43	40.344	268.14	101.87	1436.4	591.26	278.6	1247.9	666.02	178.48	1208	23.959	183.64	1199	49.258	-79.195	1227.2
498	4.1417	53.38	-24.269	1437.8	28.545	137.88	1368.5	-67.241	-7.9865	102.64	-45.446	46.218	1574.5	-45.291	-49.877	945.29	-368.2	2.2156	1370.2	-19.683	169.06	1605.2	-650.1	201.98	1107	-448.58	9.5322	1308.5	-90.891	135.67	945.39	-30.967	-85.378	31.173	-105.06	78.937	447.86	-103.98	85.017	36.944	-108.87	48.022	304.46	-82.441	52.144	1445.4	-140.2	114.08	711.36	-61.161	180.96	37.15	-261.6	29.163	1407.4	-476.56	191.47	1193.4	-554.11	86.305	1175.4	142.11	-25.093	92.952	137.57	-55.338	1317.7	88.985	-2.5763	1574.7	114.7	-39.314	942.4	447.19	70.59	1368	113.41	177.61	1609.2	760.26	293.59	1172.5	578.12	135.77	1295.2	158.49	153.96	933.08	77.288	-89.191	37.923	175.7	88.624	445.85	193.99	77.597	36.068	169.52	39.778	266.49	160.09	88.263	1451.4	202.7	130.31	609.86	157.98	173.43	40.396	267.57	100.68	1437.5	590.17	277.21	1251.8	666.23	178.64	1211.8	23.65	184.31	1199.2	49.361	-78.731	1226.8
499	4.1500	53.174	-24.475	1437.4	28.391	138.14	1368.6	-67.138	-7.9865	102.38	-45.755	46.425	1574.9	-45.188	-49.774	945.39	-368.46	1.0305	1372.9	-20.198	169	1605.2	-649.84	201.83	1106.9	-449.56	8.8624	1312	-91.046	135.67	945.34	-30.864	-85.378	31.224	-105.06	78.937	447.81	-103.88	85.069	36.944	-108.87	48.073	304.26	-82.338	51.422	1444.9	-140.25	113.77	711.31	-61.161	181.06	37.201	-261.23	27.721	1409	-477.9	190.8	1196.7	-555.08	85.378	1179.2	142.06	-25.144	93.055	137.26	-55.905	1317.5	88.727	-2.4732	1575.4	114.8	-39.005	942.45	447.4	69.611	1372.1	113.05	178.02	1609.1	757.79	295.96	1172.5	578.43	135.46	1299.5	158.18	154.27	932.97	77.134	-89.242	37.614	175.65	88.469	445.75	193.99	77.701	36.274	169.52	39.778	266.49	159.63	87.284	1451.2	202.86	130.1	609.65	158.03	173.43	40.396	266.75	99.547	1438.5	589.35	275.4	1255.6	666.07	178.43	1215.2	23.29	185.08	1199.4	49.568	-78.37	1226.3
500	4.1583	52.968	-24.732	1436.8	28.236	138.35	1368.4	-66.932	-7.8834	102.28	-45.961	46.631	1575.1	-45.136	-49.671	945.13	-368.46	0.25763	1375.3	-20.559	169.11	1605.4	-650.2	202.08	1106.4	-450.59	8.2956	1315.4	-91.2	135.56	945.18	-30.812	-85.378	31.328	-105.01	78.989	447.81	-103.77	84.914	36.841	-108.87	48.022	304.16	-82.338	50.65	1444.6	-140.3	113.77	711.21	-61.058	181.16	37.253	-260.77	26.433	1410.3	-479.81	189.77	1200.4	-556.68	84.708	1183	142	-25.093	93.004	136.95	-56.678	1317.1	88.572	-2.4732	1576.2	114.8	-38.85	942.51	447.45	68.58	1375.6	112.89	178.18	1609.2	755.78	297.51	1172.4	578.84	134.84	1303.5	157.93	154.58	933.18	77.031	-89.242	37.459	175.55	88.469	445.59	193.89	77.649	36.377	169.52	39.726	266.49	159.27	86.048	1450.8	202.8	130.1	609.55	158.08	173.43	40.448	265.92	97.899	1439.6	588.89	274.63	1259.4	666.23	178.59	1219.1	23.238	185.7	1199.6	49.722	-78.113	1225.5
501	4.1667	52.711	-25.093	1436.1	28.184	138.71	1368.1	-66.829	-7.8834	102.38	-46.167	46.785	1575.4	-45.136	-49.619	944.72	-368.46	-0.2061	1377.6	-20.816	169.36	1605.3	-650.92	202.96	1105.4	-451.36	7.5227	1318.6	-91.252	135.56	945.03	-30.761	-85.378	31.431	-105.01	78.989	447.76	-103.82	84.863	36.841	-108.87	47.97	304.21	-82.183	49.722	1444.3	-140.25	113.72	711.16	-61.109	181.11	37.304	-260.26	25.144	1411.5	-481.97	188.58	1204.4	-559.05	83.935	1186.6	142	-25.093	92.952	136.8	-57.502	1316.5	88.263	-2.3186	1576.7	114.95	-38.747	942.45	447.4	67.292	1378.9	112.74	178.28	1609.3	754.54	298.44	1172.3	579.51	134.48	1307.6	157.87	154.73	933.33	77.082	-89.294	37.562	175.55	88.469	445.59	193.94	77.546	36.532	169.52	39.675	266.39	158.8	84.76	1450.2	202.6	130.21	609.65	158.13	173.54	40.499	265.36	95.631	1440.2	588.68	274.06	1263.5	666.69	179.15	1223.5	23.341	186.11	1199.8	49.671	-77.855	1225.1
502	4.1750	52.35	-25.608	1435.4	28.184	139.22	1368	-66.88	-7.9865	102.54	-46.373	46.837	1575.8	-45.188	-49.619	944.41	-368.46	-0.46373	1379.8	-21.022	169.62	1605.3	-651.49	203.63	1104	-451.78	6.8014	1321.6	-91.149	135.41	944.98	-30.812	-85.429	31.431	-104.96	78.886	447.81	-103.88	84.863	36.789	-108.87	48.022	304.1	-81.771	48.589	1443.5	-140.15	113.72	711.05	-61.109	181.01	37.356	-259.64	23.959	1412.6	-484.7	187.91	1208.4	-562.04	83.214	1190.6	141.95	-25.093	93.004	136.49	-58.378	1315.8	87.851	-2.1125	1577.4	115.06	-38.593	942.35	447.4	66.004	1381.8	112.48	178.48	1609.3	753.66	298.95	1172.3	580.07	133.91	1311.7	157.77	154.89	933.28	77.185	-89.397	37.768	175.5	88.521	445.64	194.05	77.546	36.686	169.47	39.778	266.39	158.44	83.265	1449.3	202.29	130.41	609.6	158.18	173.49	40.499	264.64	93.313	1440.8	588.94	273.5	1267.5	667.56	179.31	1227.6	23.341	186.37	1199.9	49.465	-77.443	1224.8
503	4.1833	52.144	-25.969	1434.7	28.184	139.69	1368	-66.983	-7.9865	102.59	-46.528	46.682	1576.2	-45.342	-49.722	944.15	-368.41	-0.56678	1381.5	-21.383	170.14	1605.5	-651.85	204.04	1103.1	-452.24	6.4922	1324.8	-90.943	135.36	944.98	-30.812	-85.429	31.482	-104.91	78.834	447.91	-103.82	84.863	36.892	-108.87	48.022	304.05	-81.462	47.197	1442.4	-140.1	113.77	711.05	-61.006	180.96	37.511	-259.07	22.826	1413.3	-487.53	187.71	1212.6	-565.54	82.802	1195.1	141.95	-25.041	93.055	135.92	-59.048	1314.8	87.593	-1.8549	1577.8	115.21	-38.335	942.35	447.4	64.201	1383.9	112.12	178.85	1609.6	752.63	299	1172.1	580.49	133.09	1315.1	157.67	155.04	933.28	77.288	-89.397	37.871	175.44	88.521	445.75	194.15	77.546	36.738	169.36	39.984	266.49	158.23	81.668	1448.2	202.13	130.72	609.55	158.23	173.33	40.448	263.81	91.149	1441.4	589.66	273.03	1271.7	668.65	179.15	1231.4	23.083	186.93	1200	49.052	-76.876	1224.2
504	4.1917	51.835	-26.123	1433.9	28.184	140.1	1367.8	-67.035	-7.9349	102.59	-46.94	46.94	1576.5	-45.394	-49.877	944	-367.94	-0.82441	1382.7	-22.001	170.65	1605.7	-652.26	204.56	1102.7	-452.96	6.5437	1327.9	-90.736	135.46	945.08	-30.812	-85.429	31.534	-104.96	78.834	448.01	-103.82	84.811	36.944	-108.87	47.919	304.26	-81.101	45.6	1441.1	-140.1	113.82	711.1	-61.006	180.96	37.562	-258.35	21.28	1413.9	-490.37	187.55	1216.4	-569.1	82.956	1200.2	141.95	-25.041	93.055	135.46	-59.203	1313.8	87.439	-1.4427	1578	115.42	-38.077	942.35	447.34	61.625	1385.8	111.6	179.21	1609.9	751.65	298.95	1171.9	580.8	132.11	1317.8	157.72	154.99	933.28	77.288	-89.397	37.82	175.44	88.572	445.85	194.1	77.494	36.635	169.42	39.932	266.59	158.03	80.122	1447.1	201.93	131.08	609.7	158.23	173.33	40.448	263.19	88.624	1441.3	590.64	272.67	1276.3	669.68	179.26	1234.9	22.826	187.76	1200	48.64	-76.258	1223.3
505	4.2000	51.216	-26.33	1433	28.081	140.61	1367.9	-67.086	-8.0895	102.64	-47.61	47.403	1576.7	-45.239	-50.186	944.05	-367.43	-1.5973	1383.9	-22.568	170.81	1605.9	-652.98	204.92	1102.7	-453.42	6.2346	1330.4	-90.736	135.31	945.24	-30.812	-85.429	31.534	-104.91	78.783	447.91	-103.82	84.708	36.944	-108.87	47.867	304.36	-80.483	43.436	1439.8	-140.05	113.77	711.31	-61.109	180.91	37.459	-257.37	19.322	1414	-493.36	187.4	1220.2	-572.71	83.214	1206	141.9	-25.144	93.004	135.05	-59.46	1312.7	87.387	-0.97899	1578.2	115.78	-38.077	942.25	447.24	59.615	1387	111.04	179.46	1610	751.14	298.85	1172.1	581.31	131.13	1320.7	157.77	154.78	933.28	77.34	-89.345	37.974	175.5	88.675	445.9	193.94	77.443	36.326	169.47	39.829	266.64	157.93	78.37	1446.2	201.83	131.44	609.91	158.18	173.38	40.448	262.73	85.635	1440.6	591.67	272.21	1281.1	670.81	179.41	1239	22.774	188.58	1200.1	48.228	-75.691	1222.6
506	4.2083	50.804	-26.69	1432	27.927	141.13	1368.1	-67.086	-8.0895	102.79	-48.022	47.764	1576.9	-45.136	-50.598	944.15	-366.91	-2.6793	1384.6	-23.083	170.76	1605.8	-654.07	204.87	1103.2	-453.63	5.3587	1332.5	-90.84	134.64	945.29	-30.915	-85.378	31.379	-104.8	78.679	447.76	-103.88	84.708	37.098	-108.82	47.97	304.41	-79.916	40.86	1438.4	-140.05	113.72	711.41	-61.058	180.96	37.356	-256.49	16.849	1413.6	-496.35	187.66	1224.6	-576.47	83.626	1212.4	141.9	-25.093	93.055	134.69	-60.027	1311.4	87.387	-0.51526	1578.5	116.04	-38.077	942.09	447.04	58.069	1387.6	110.42	179.98	1610.6	751.09	298.85	1172.9	581.77	130.26	1323.6	157.72	154.63	933.44	77.34	-89.294	38.077	175.6	88.779	446.06	193.99	77.443	36.119	169.52	39.829	266.64	157.93	76.464	1444.9	201.83	131.75	610.06	158.13	173.43	40.448	262.42	82.492	1439.8	592.7	271.85	1285.9	672.61	179.77	1243.8	22.671	189.2	1200.1	47.867	-75.227	1221.7
507	4.2167	50.598	-27.154	1430.8	27.772	141.75	1368	-67.138	-7.8319	102.69	-48.279	48.125	1576.8	-45.033	-51.01	944.05	-366.45	-4.122	1384.3	-23.65	170.96	1606.1	-655.25	204.92	1104.3	-453.73	4.3281	1334.3	-90.84	134.07	945.18	-31.018	-85.326	31.224	-104.8	78.679	447.76	-103.93	84.656	37.15	-108.77	48.176	304.46	-79.607	38.644	1436.5	-139.99	113.77	711.16	-60.903	180.91	37.356	-255.67	14.066	1412.9	-499.18	188.48	1229.4	-580.23	84.863	1219.3	141.9	-24.99	93.158	134.43	-60.697	1310.7	87.284	-0.10305	1579	116.24	-38.026	942.09	446.93	56.163	1387.4	109.8	180.55	1611.4	751.19	299.11	1174.3	582.08	129.38	1326.3	157.57	154.42	933.75	77.391	-89.242	38.129	175.7	88.779	446.06	193.94	77.391	36.016	169.47	39.778	266.54	157.82	74.506	1443.5	201.83	131.7	610.27	158.08	173.49	40.602	262.26	79.143	1439	593.63	271.75	1290.6	674.52	180.13	1248.5	22.311	189.77	1200	47.507	-74.815	1220.5
508	4.2250	50.547	-27.618	1429.7	27.412	142.42	1368.1	-67.086	-7.6258	102.43	-48.537	48.537	1576.5	-44.982	-51.319	943.79	-365.83	-6.1831	1383.6	-24.114	171.48	1606.4	-656.69	205.33	1105.6	-453.63	3.4007	1335.9	-90.891	133.81	945.03	-31.018	-85.326	31.224	-104.8	78.731	447.81	-103.93	84.656	36.995	-108.77	48.279	304.46	-79.401	36.686	1434.6	-139.89	113.72	710.95	-60.955	180.91	37.356	-254.9	10.872	1411.7	-502.06	189.25	1234.3	-583.84	85.996	1226.3	141.95	-24.99	93.158	133.81	-60.852	1309.4	86.821	0.10305	1579.4	116.34	-38.129	941.99	446.93	54.308	1386.2	109.23	180.8	1612	751.09	299.72	1176.1	582.5	128.35	1328.6	157.57	154.16	933.95	77.34	-89.139	38.026	175.81	88.572	445.9	193.89	77.391	35.965	169.42	39.778	266.49	157.67	72.703	1442.2	201.93	131.44	610.42	158.03	173.49	40.602	262.21	75.639	1437.8	594.86	271.75	1295.5	675.86	180.39	1253	21.95	190.34	1200	47.197	-74.454	1219.5
509	4.2333	50.392	-27.978	1428.5	27.154	142.98	1368.3	-66.983	-7.6258	102.38	-48.743	48.898	1576.3	-45.136	-51.526	943.48	-365.11	-8.4502	1382.7	-24.578	171.89	1606.6	-658.34	205.48	1107	-453.73	2.8339	1336.7	-90.994	133.71	944.98	-30.967	-85.326	31.276	-104.8	78.679	447.71	-103.98	84.76	36.738	-108.77	48.331	304.46	-79.298	34.574	1432.7	-139.79	113.41	711	-61.058	180.91	37.356	-254.23	7.162	1410.2	-505.31	189.72	1239.4	-587.29	86.511	1233.3	141.95	-25.041	93.004	132.94	-61.058	1307.5	86.099	0.46373	1579.6	116.34	-38.541	941.58	446.88	52.711	1384.7	108.56	181.16	1612.3	750.83	300.91	1177.9	582.96	127.17	1330.3	157.57	153.7	933.9	77.185	-89.139	37.871	175.86	88.572	445.75	193.99	77.494	36.016	169.47	39.829	266.44	157.57	70.899	1440.6	202.13	131.18	610.47	158.08	173.38	40.448	262.21	72.084	1436.3	596.25	271.44	1300.3	677.3	180.39	1257.2	21.641	190.9	1200	47.043	-74.248	1218.6
510	4.2417	49.928	-28.236	1427.2	26.896	143.5	1368.4	-66.932	-7.7288	102.28	-49.207	49.207	1576.3	-45.6	-51.629	942.97	-364.49	-10.408	1381.4	-24.938	172.15	1606.8	-659.84	205.28	1109	-454.15	1.8034	1337.2	-91.097	133.66	944.77	-30.967	-85.378	31.07	-104.85	78.525	447.4	-103.98	84.656	36.686	-108.82	48.382	304.41	-79.195	32.513	1430.7	-139.74	113.05	710.95	-61.006	180.85	37.459	-253.56	3.7614	1408.2	-508.81	190.18	1244.8	-590.64	86.717	1239.7	141.95	-25.041	93.004	132.37	-62.604	1306.1	85.584	0.97899	1579.5	116.04	-39.211	940.96	446.62	50.753	1383.3	107.95	181.73	1612.4	750.73	302.71	1179.7	583.22	125.93	1331.8	157.36	153.34	933.85	77.134	-89.191	37.717	175.91	88.521	445.75	193.99	77.546	36.068	169.47	39.829	266.28	157.41	68.993	1438.7	202.6	130.77	610.37	158.08	173.33	40.344	262.16	68.684	1434.6	597.49	270.82	1304.7	679.21	180.29	1261.4	21.074	191.62	1200.2	46.888	-74.145	1217.8
